id,titulo,a_pergunta,caminhos,recomendacao,preco_do_outro_lado,por_que_espera,onde_mora,foto_antes,foto_depois,custo,aberta_em,estado,escolha,decidida_em,nasceu_de,quem_decidiu,revoga
D-A-MASCARA-GANHA-O-AUTOMATICO,"A máscara ganha uma terceira opção: Automático, e ela fica ligada",O produto lê o executável e sabe quais APIs de entrada o jogo usa. Isso chega à tela?,,,,,,,,,2026-08-26,decidida,"CADUCA EM 29/08/2026 — DERRUBADA PELA MEDIÇÃO. Ela decidiu que o ""Automático"" SAI da máscara: sobram as opções escolhidas à mão, e a escolha é por controle. A RAZÃO É MEDIDA, e estava no repositório desde 16/08: a heurística que moveria o Automático (`integrations/api_de_entrada.py:12-49`) erraria em 13 dos 14 jogos que caem no mesmo balde do censo dela — marcaria Xbox um balde onde o defeito é UM jogo, e cada um dos outros treze perderia giroscópio, touchpad, lightbar, gatilhos adaptativos e bateria. E o custo de errar não é simétrico. Um automatismo que erra quase sempre é PIOR que escolher à mão, porque erra EM SILÊNCIO: quem escolhe errado sabe que escolheu. ONDE ESTÁ A PROVA: a legenda da aba Jogar (`novo-layout/01-jogar.html:2311` e `:2321`) e a docstring do próprio módulo, que já dizia que `SO_XINPUT` não é alcançável a partir da evidência de disco; a aba Conexões usa a mesma medição para recusar um ""Automático"" no modo de conexão (`novo-layout/08-conexoes.html:3177`). O QUE ISTO CORRIGIU NO DISCO: dois mockups aprovados por ela discordavam — a Jogar dizia que o Automático tinha saído e a Perfis ainda o anunciava como entrega. A Jogar venceu, palavra dela, e a linha saiu do gerador da Perfis (`novo-layout/_ferramentas/aba10.py`, com o porquê no comentário acima da LEGENDA). PARA QUEM FOR EXECUTAR: não há nada a arrancar do produto — a máscara em código nunca teve o Automático (`gui/main.glade:3429` e `:3435` oferecem DualSense (PS) e Xbox 360), e `api_de_entrada.py` continua com zero consumidores em `app/`. [TEXTO ANTERIOR, DE 26/08] SIM, COMO TERCEIRA OPÇÃO QUE FICA LIGADA: [Xbox 360] [DualSense] [AUTOMÁTICO]. Escolhendo Automático, o produto decide a cada jogo que abrir, sempre — ela nunca mais pensa nisso. MEDIDO: `integrations/api_de_entrada.py` já diz quais APIs (SDL, XInput, DirectInput, RawInput, plugin DualShock) estão DENTRO do executável, e é consumido só por `prontuario_dos_jogos.py` — zero em `app/`. Hoje ela escolhe Xbox ou DualSense NO ESCURO.",2026-08-26,o desenho dela de 26/08 e o planejamento no chat,ela,
D-TUDO-QUE-EXPLICA-VIRA-DICA,Só título e estado ficam na tela; toda explicação vira dica,"Regra para os 372 textos fixos, sem perguntar 372 vezes",,,,,,,,,2026-08-26,decidida,"FICA NA TELA: título de quadro, rótulo de botão, e o valor/estado atual. TODO O RESTO — explicação, ressalva, exemplo — vai para o ícone ""?"" ou para a dica do widget. O VOLUME, MEDIDO: 372 textos fixos em 145 widgets. A aba Configurações sozinha tem 88 textos para 28 widgets; a Início tem 32 frases para 6 widgets — cinco frases por botão.",2026-08-26,o desenho dela de 26/08 e o planejamento no chat,ela,
D-O-AVISO-DE-PORQUE-O-PERFIL-NAO-ENTRA,O topo da aba Perfis avisa quando um perfil nunca vai entrar,Onde aparece o diagnóstico de por que um perfil não entra?,,,,,,,,,2026-08-26,decidida,"UM AVISO NO TOPO DA ABA PERFIS: ""2 perfis nunca vão entrar — veja quais"". Clica e ele mostra. MEDIDO: `profiles/sanidade.py:359` (`verificar_perfis`) já nomeia catch-all vencendo perfil de jogo (gravidade ERRO), prioridade fora da faixa e empates — e o único chamador é `cli/cmd_doctor.py`. É a queixa mais antiga desta casa (""a config que eu deixo nunca é respeitada"") resolvida no código e visível só por terminal.",2026-08-26,o desenho dela de 26/08 e o planejamento no chat,ela,
D-O-CADERNO-DE-ENSAIOS-ENTRA-NA-ABA-CONTROLES,O caderno de ensaios NÃO entra na interface — ela é produto final,"Como preencher os 178 ensaios sem ponte nem degrau, sem abrir outra ferramenta?",perguntar depois de cada teste | modo bancada | sempre visível ao lado de cada feature,"sempre visível — a aba vira o caderno, e o registro deixa de depender de lembrar","Sem isto, os 178 ensaios continuam sem dizer POR QUAL PONTE foram feitos — e os 46 que dizem 'não obedece' não distinguem 'o rádio não leva' de 'a máscara Xbox não tem esse canal'. É o que trava o specs.html de fechar.",,"docs/data/ensaios.csv (178 linhas; `ponte` vazia em 178, `degrau` em 177) | src/hefesto_dualsense4unix/app/widgets/controller_card.py | integrations/ponte_escada.py:253 (a ponte viva, que o produto já conhece) | bancada.py (o Streamlit que continua para o trabalho fino)",,,"médio — o card ganha uma coluna de estado por feature, e o registro é um clique",2026-08-26,decidida,"REVERTIDA POR ELA no mesmo dia, e a segunda decisão é melhor. Palavra dela: ""Na real. Vamos tirar isso da interface. Temos que pensar nela como produto final. Isso é legal pra specs ou html standalone."" A PRIMEIRA ESCOLHA FOI: cada feature do card mostrando o último ensaio, com um clique para registrar — e ela chegou a aprovar (""Sempre visível, ao lado de cada feature"", ""todas as features do controle""). O QUE MUDOU O VEREDITO: a interface do Hefesto é o que a pessoa que joga abre, e ferramenta de medição não é produto — é bancada. Pôr o caderno ali daria a quem joga uma coluna que não serve para nada, e daria a quem mede uma ferramenta pior que a que já existe. ONDE O CADERNO CONTINUA: na `bancada.py` (Streamlit) e no `specs.html`, que já são as duas superfícies dele. O problema que motivou a ideia — a coluna `ponte` vazia em 178 de 178 ensaios — continua real, e é a sprint SPECS-A-PROCEDENCIA-01 que o resolve, depois do redesenho. O QUE SE PERDE, e fica registrado: o preenchimento automático da `ponte` e do `degrau`, que só o produto sabe no instante do teste. Quem medir na bancada continua tendo de declarar os dois à mão.",2026-08-26,"o planejamento do redesenho, 26/08, ao medir que a ponte está vazia em 178 de 178 ensaios",ela,
D-O-CONTROLE-CARREGA-A-SUA-SETTING,"Cada controle carrega a SUA configuração dentro do perfil, e ela sobrevive a tudo","O que o perfil guarda por controle, e o que faz essa configuração voltar amanhã?",,,,,,,,,2026-08-26,decidida,"O CONTRATO CENTRAL DO PRODUTO, dito por ela com um exemplo de família: ""imagina que eu uso o controle azul, meu irmão o controle roxo, meu gato o controle Z. Salvamos e aplicamos o perfil, cada um saiu setando sua config em cada aba, clicamos em salvar e desligamos. Amanhã vamos jogar o mesmo jogo, mesmos controles mas controles conectados em ORDENS DIFERENTES ou em MODOS DIFERENTES se BT ou cabo, mas sabemos qual é qual (INDEPENDENTE DA PORTA também), o controle vai trazer dentro daquele perfil a MINHA setting setada ontem."" A CHAVE É O ID DO CONTROLE, não a ordem, não a porta, não o transporte. Cada aba grava no sub-perfil daquela peça dentro do perfil ativo — é o `ControllerOverrides` que existe desde 10/08 e que NENHUM dos 29 perfis dela jamais usou. CONSEQUÊNCIA MEDIDA, e é o trabalho: hoje o override aceita leds, triggers, rumble e speaker. Para o contrato valer inteiro faltam mic, sensores e a força da vibração.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-A-TIRA-COMECA-EM-JOGAR-E-TERMINA-EM-PERFIS,"Jogar é a home; Perfis é a décima, e o Perfil Ativo fica visível em todas","Onde fica a aba Perfis, já que é ela quem manda?",,,,,,,,,2026-08-26,decidida,"PERFIS EM DÉCIMO, E O MOTIVO É DE ENSINO. Palavra dela: ""o certo é ele ser o primeiro, só que assim: a aba JOGAR é infinitamente melhor pra ser uma home. Manda ele pra décimo, que força ele ver todas as features — e sempre terá o perfil ativo em cima pra falar o que diabos tamo fazendo em cada aba e onde isso impacta."" A TIRA: Jogar · Controles · Gatilhos · Iluminação · Vibração · Navegação · Sistema · Conexões · Lançadores · Perfis. O que resolve a confusão que lhe custou semanas não é a POSIÇÃO da aba, é o PERFIL ATIVO no topo de todas — dizendo, em cada tela, em qual perfil aquilo vai cair.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-CLICAR-NO-MODO-JA-APLICA,"Clicar num modo aplica na hora; o Aplicar do rodapé aplica tudo, de todas as abas",Cada aba tem botão Aplicar próprio?,,,,,,,,,2026-08-26,decidida,"SÃO DOIS GESTOS DIFERENTES E OS DOIS EXISTEM. Palavra dela: ""clicando no modo, tipo gatilho metralhadora — cliquei lá ou usei a fita de seleção do meu player, o negócio já aplica... já funciona como aplicar, mesma coisa nas demais abas nesse sentido."" E, logo depois: ""mas o botão APLICAR DO RODAPÉ SEGUE EXISTINDO. Ele é pra todas as abas e todas as funções, não só a função daquela aba."" CLICAR NUM MODO = testar aquilo agora, naquele controle. APLICAR DO RODAPÉ = mandar ao controle tudo o que está em rascunho, de todas as abas. Onde houver TESTE de verdade (os motores), o botão se chama Testar — ""não tem nada a ver"" com aplicar.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-O-NUMERO-DO-JOGADOR-SUBSTITUI-O-DESENHO-DAS-LUZES,O desenho das 5 luzes dá lugar à escolha do número do jogador daquele controle,O que ocupa o lugar do painel Desenho das 5 luzes?,,,,,,,,,2026-08-26,decidida,"A ESCOLHA DO NÚMERO DO JOGADOR, e ela corrigiu meu entendimento: ""hoje temos os LEDs ATIVOS (que é uma função placeholder besta). Isso dará lugar à função ESCOLHA O VALOR DO PLAYER daquele controle."" O CASO REAL QUE ELA DEU: ""contei 3 controles, mas o meu controle azul é o player 2 — e antes de irmos pro jogo ele tem que ser o player 1. Não existem dois players com o mesmo número."" É a irmã da regra da cor única e da prioridade única: o que precisa ser distinguível não pode colidir. Sobre a colisão de COR ela decidiu junto: ""ela fica setada como cor do fulano, podemos usar a fita"" — a cor pertence a quem a tem, e a fita é onde se resolve.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-A-ABA-LANCADORES-NASCE-PLACEHOLDER,A aba Lançadores é desenhada agora e só passa a existir quando o resto estiver funcionando,"Como medir se o controle chega a cada lançador, sem inventar instrumento?",,,,,,,,,2026-08-26,decidida,"ELA NÃO NASCE FUNCIONANDO. Palavra dela: ""essa aba em si só vamos desenhar e deixar placeholder mesmo. E ela só passa a existir quando tiver todas as features no projeto integrando e funcionando."" POR QUE ISSO ESTÁ CERTO: sem forma de medir ""o controle chega nesse lançador"", a coluna vira instrumento que mente — e esta casa já pagou caro por isso mais de uma vez. Desenhar agora guarda o lugar e o conceito; ligar depois, com medição de verdade. E OS CINCO BOTÕES DE STEAM FICAM NA SISTEMA — ela decidiu contra a minha recomendação, e a razão dela é coerente: a aba nova não existe ainda.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-O-CADEADO-DO-AUTOSWITCH-SAI,"A caixa ""Não trocar de perfil sozinho"" sai — o perfil ativo já diz isso",O cadeado do autoswitch continua na tela?,,,,,,,,,2026-08-26,decidida,"SAI. Palavra dela: ""some — o perfil ativo já diz isso."" Se ela escolheu um perfil à mão, ele vale até ela mudar; se deixou automático, ele troca. O QUE SE PERDE, e fica registrado: o caso ""quero o automático ligado, mas não agora"". A flag `autoswitch_locked` continua no daemon e persiste em disco — o que sai é a caixa na tela.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-OS-CARDS-DA-ABA-CONTROLES,"Todos os cards empilhados; ao escolher um controle na fita, só ele abre",Como os cards se organizam com quatro controles?,,,,,,,,,2026-08-26,decidida,"OS DOIS COMPORTAMENTOS, e o gatilho é a fita: com ""Todos"" ativo, um card por controle, empilhados, todos completos. Ao setar um controle na fita (""Sony 1""), só ele abre — os outros viram linha fina (SVG, nome, bateria). Palavra dela: ""1 e 3, quando eu seto o controle lá em cima."" É coerente com a regra da fita: escolher um controle no topo já muda o que a aba mostra, sem seletor próprio.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-O-TOUCHPAD-GANHA-LINHA-E-DISPARO,"As três regiões do touchpad ganham linha na tabela, e o daemon passa a dispará-las","As três regiões do touchpad, guardadas no perfil e sem linha na tela, ganham lugar?",,,,,,,,,2026-08-26,decidida,"GANHAM LINHA E O DAEMON PASSA A DISPARAR. Hoje o perfil GRAVA as três (Touchpad esquerdo, meio, direito), a tela diz que elas existem numa frase, e não há como mexer nelas — nem disparo. É promessa pela metade. Com a linha na tabela e o disparo ligado, o que o perfil já guarda passa a valer.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-PROGRAMAS-NO-LUGAR-DE-TERMINAL,"""Terminal"" vira ""Programas"" — o ambiente de todo o resto","O ambiente ""Terminal"" continua no seletor?",,,,,,,,,2026-08-26,decidida,"VIRA ""PROGRAMAS"". Palavra dela: ""bota aí, sei lá, um Programas, algo assim, pra ser todo o resto."" O seletor fica: Todos · Steam · Estilo de Jogo · Jogo · Jogo da Steam · Programas. ""Editor"" e ""Navegador"" saíram; ""Terminal"" era estreito demais para o que sobrava.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-OS-PLUGINS-APARECEM-ONDE-AGEM,Plugins não ganham seção própria: aparecem no lugar onde o efeito deles chega,"Os plugins (carregar, listar, recarregar) ganham lugar na tela?",,,,,,,,,2026-08-26,decidida,"APARECEM ONDE AGEM, e ela deu o exemplo: ""eles entram em cada canto que são chamados dentro da GUI. Veja o caso que temos do nome dos jogos na aba Perfis."" O nome do jogo ao lado do appid é efeito de plugin, e ele aparece exatamente onde importa — não numa lista de plugins. É a regra: infraestrutura se mostra pelo efeito, não pelo nome.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-O-QUE-FAZER-VIRA-DICA-SEM-EXCECAO,"O ""O que fazer"" das linhas de alerta vira dica também, sem exceção","Numa linha de alerta, o o-que-fazer fica visível ou vira dica?",,,,,,,,,2026-08-26,decidida,"VIRA DICA TAMBÉM, SEM EXCEÇÃO. Ela recusou a exceção que eu recomendei (manter o o-que-fazer visível nas linhas amarelas e vermelhas) e escolheu a regra única. O PREÇO FOI POSTO NA MESA e ela escolheu assim: quem está com problema vê que há um problema, e precisa passar o mouse para saber a saída. A regra da casa (""toda frase de diagnóstico diz o quê, por quê e o que fazer"") continua valendo para o CONTEÚDO da frase — o que muda é onde ela mora.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-A-CONEXOES-GRAVA-NA-HORA-E-LEMBRA,As declarações da Conexões gravam na hora e são lembradas mesmo sem Salvar,"Quando as declarações da aba Conexões gravam, agora que Aplicar não salva?",,,,,,,,,2026-08-26,decidida,"GRAVAM NA HORA E SÃO LEMBRADAS. Palavra dela: ""aplicar e salvar, além de gravar na hora e lembrar se não salvar."" São fatos da sala, não ajuste de perfil — ""o adaptador está nesta entrada"" é verdade independente do jogo aberto. E ELA LEMBROU DO MAPEADOR VIA USB: ""lembra da ideia do mapeador via USB, tipo sair plugando o controle + USB em todas as portas pra irmos mapeando o cenário."" É a janela de calibrar entradas, que a LEVA-1 construiu — e que precisa desse gravar-na-hora para funcionar com o daemon parado.",2026-08-26,"as rodadas de pergunta do redesenho, 26/08",ela,
D-AS-NOVE-QUE-ESPERAVAM-A-PALAVRA-DELA,As nove sprints que diziam ENTREGUE — AGUARDANDO A PALAVRA DELA estão aceitas,"Nas fotos de 26/08 da aba Status e de Perfis, o que ela NÃO marcou está aceito, ou ela só não chegou lá?",,,,,docs/process/SPRINT_ORDER.md §4,,,recorte: nove notas datadas,2026-08-28,decidida,"ACEITO. Palavra dela, 28/08: as nove fecham. São STATUS-SIMETRIA-01 e -02, ALINHA-DUAS-LINHAS-01, PAINEL-DA-VERDADE-01, CARD-UNICO-01, VAO-01, EMPATE-01, PERFIL-ATUAL-01 e PLAYER-01. A pergunta estava escrita desde 26/08 no CENSO (docs/process/2026-08-26-CENSO-as-sprints-que-os-desenhos-substituem.md:103) e nunca tinha sido feita. CORREÇÃO, medida no mesmo dia: a fila NÃO cai. As nove não estavam na §4 do SPRINT_ORDER — grep de cada nome devolve zero, e o censo de 26/08 já dizia ""nenhuma está na §3"". Foram fechados nove DOCUMENTOS, não nove linhas de fila. Quem coordena afirmou 123→114 sem conferir, e o balanço de 28/08 derrubou.",2026-08-28,"turno dela de 28/08/2026, rodadas 1 e 2 de perguntas",ela,
D-A-FATIA-DO-RADIO-VIRA-TURNO,"A unidade de tempo do rádio na tela chama-se TURNO, não fatia nem faixa","Ela mandou trocar fatias por faixas — mas faixa já é a banda de 2,4 GHz na mesma tela. Qual palavra?",,,,,"novo-layout/_ferramentas/aba08.py (11 lugares) e integrations/plano_de_radio.py, radio_da_mesa.py",,,troca de palavra na tela; o código do daemon usa fatia noutro sentido e NÃO se toca,2026-08-28,decidida,"TURNOS. Ela pediu ""faixas"" e, vista a colisão, validou: ""a ideia é mostrar algo tipo porções, divisões, turnos funciona também"". MEDIDO: na aba Conexões, a poucos centímetros da régua, já estava escrito ""faixa de 2,4 GHz"" três vezes (08-conexoes.html:2598, :2621, :2684) — e a régua conta TEMPO (625 µs por turno, integrations/radio_da_mesa.py:17), não frequência. Adotar ""faixas"" criaria dois sentidos para a mesma palavra na mesma tela, que é exatamente o defeito que ela mandou caçar no mesmo pedido.",2026-08-28,"turno dela de 28/08/2026, rodadas 1 e 2 de perguntas",ela,
