id,controle,familia,feature,transporte,aparelho_aceita,aparelho_confianca,aparelho_evidencia,hefesto_aciona,codigo_ref,canal,comando,report_id,offset,detalhe,teste_que_morde,mordida,mordida_provada_em,grau,provado_em,provado_por,validade_dias,assimetria_declarada,estado_hoje,ressalva
dualsense.bateria_percentual_e_estado_de_carga.usb,dualsense,energia,Bateria — percentual e estado de carga,usb,sim,medido,"O diário declara as DUAS réguas na MESMA linha (pct_kernel e pct_handle): se discordarem em mais de um degrau, o resultado é sobre o INSTRUMENTO, não sobre a bateria.",sim,core/backend_pydualsense.py:3647-3675; daemon/battery_journal.py:91-94; core/physical_report_reader.py:156-172,sysfs,"TRÊS leituras independentes: (1) `ds.battery.Level` do handle da pydualsense; (2) /sys/class/power_supply/ps-controller-battery-<mac>/capacity + status, lido pelo diário a cada 30 s; (3) payload[52] do report cru — nibble baixo = nível (nibble*10+5), nibble alto = estado de carga. CLI `hefesto battery`.",0x01 (para a rota 3),payload[52] = report[53],"Decodificação: 0x0 descarregando, 0x1 carregando, 0x2 cheio (vira 100% carregando), 0xa/0xb/0xf desconhecido.",,,,MONTOU,,,,,,"A §6 da canônica lista o byte 52 só como `ucBatteryLevel` e NÃO menciona o nibble ALTO de estado de carga, que o kernel nomeia e o código decodifica em cinco casos."
dualsense.bateria_percentual_e_estado_de_carga.bluetooth,dualsense,energia,Bateria — percentual e estado de carga,bluetooth,sim,inferido-do-codigo,,sim,"core/physical_report_reader.py:156-172, :899",sysfs,"idem, com payload[52] = report[54] no 0x31 (sob o portão de CRC).",0x31,payload[52] = report[54],,,,,MONTOU,,,,,,
dualsense.bateria_espelho_ao_jogo_vpad.ambos,dualsense,energia,Bateria — espelho ao JOGO (vpad),ambos,sim,medido,"`forward_battery` existia desde 15/07 (69951a7) com ZERO chamadores em src/ — 25 dias anunciando ""5% descarregando"" para sempre. Chamador fiado em 09/08.",sim,"core/physical_report_reader.py:151-171, :899",uhid,"`PhysicalReportReader` → `vpad.forward_battery`, que escreve o byte 52 do report do vpad. Sem dado, manda 0x1F (""cheio e carregando"").",0x01 (no vpad),payload[52],"O default 0x1F é deliberado: zerado, o vpad anunciaria 5% descarregando eternamente.",,,,MONTOU,,,,,,"Caso exemplar do padrão ""a casa sabe e o produto não faz""."
dualsense.detec_o_de_fone_microfone_plugados_status1.usb,dualsense,audio,Detecção de fone/microfone plugados (status1),usb,sim,medido,"Cura entrou em 09/08 (JACK-QUE-NÃO-LIGOU-01), quatro dias DEPOIS do último commit da referência canônica.",sim,"core/physical_report_reader.py:857; integrations/uhid_gamepad.py:507-536, :1729",uhid,"payload[53] do report de entrada: bit0 HP_DETECT, bit1 MIC_DETECT, bit2 MIC_MUTE — nomes que o kernel desta máquina define. Espelhado ao vpad por `forward_jack`, com máscara dos três bits conhecidos (0x07).",0x01,payload[53] = report[54]; bits 0x01/0x02/0x04,"É o único estado de áudio LIDO do controle, e chega sem I/O extra.",,,,MONTOU,,,,,,"DIVERGÊNCIA doc×código DUPLA e viva: a §6 da canônica afirma que ""o vpad NUNCA escreve o byte 53 — ele sai sempre 0x00"" (falso hoje) e conclui que ""o vpad anuncia fone e mic sempre plugados"" (leitura INVERTIDA — bits em zero declaram AUSÊNCIA). A doc não recebeu nota datada."
dualsense.detec_o_de_fone_microfone_plugados_status1.bluetooth,dualsense,audio,Detecção de fone/microfone plugados (status1),bluetooth,sim,inferido-do-codigo,"O módulo de áudio BT fala em ""byte 55, bit 2"" e a canônica em ""byte 53, bit 2"": NÃO é contradição — 53 é offset no PAYLOAD e 55 no report cru 0x31 (base 2).",sim,"core/physical_report_reader.py:103-105, :857",uhid,idem: payload[53] = report[55] no 0x31.,0x31,payload[53] = report[55],,,,,MONTOU,,,,,,
dualsense.bot_es_sticks_e_gatilhos_anal_gicos_entrada_.usb,dualsense,gatilho,"Botões, sticks e gatilhos analógicos (entrada bruta)",usb,sim,inferido-do-codigo,,sim,core/evdev_reader.py:1069-1083,evdev,"report de entrada 0x01: sticks e gatilhos em payload[0..5], contador em [6], botões e hat em [7..10]. Rota de interface: nó evdev do gamepad (BUTTON_MAP, 13 códigos).",0x01,payload[0..5] sticks/gatilhos; [7..10] botões,Só o gamepad ganhava ACL da 70-uaccess.rules do sistema (ID_INPUT_JOYSTICK) — por isso ele sempre funcionou e os nós auxiliares não.,,,,MONTOU,,,,,,
dualsense.bot_es_sticks_e_gatilhos_anal_gicos_entrada_.bluetooth,dualsense,gatilho,"Botões, sticks e gatilhos analógicos (entrada bruta)",bluetooth,sim,inferido-do-codigo,,sim,core/physical_report_reader.py:288-311,evdev,"report de entrada 0x31 (78 B, CRC seed 0xA1), mesmos offsets deslocados de 1; rota evdev idêntica.",0x31,payload[0..5]; [7..10],,,,,MONTOU,,,,,,
dualsense.atualiza_o_de_firmware.usb,dualsense,identidade,Atualização de FIRMWARE,usb,desconhecido,afirmado-no-doc,"Os dois documentos de firmware abrem com aviso em caixa alta: o Hefesto NÃO atualiza firmware — zero código, zero CLI, zero aba. As ""fases 2 e 3"" nunca começaram.",não,,outro,"NÃO LOCALIZADO no código. Pesquisa exploratória cita CDN da Sony, blob de 950272 bytes criptografado e feature reports 0xF4/0xF5 do dualsensectl upstream — nada conferido em hardware aqui.","0xF4/0xF5 (afirmado em pesquisa, não medido)",não localizado,,,,,,,,,,,"Registrado para ninguém ""descobrir"" isso como oportunidade."
dualsense.nfc_amiibo.ambos,dualsense,plataforma,NFC / amiibo,ambos,não,inferido-do-codigo,Nenhuma referência a NFC no caminho DualSense do hid-playstation nem em src/.,não,,outro,O DualSense NÃO TEM leitor NFC. (O Nintendo Pro tem os canais MCU e nenhum consumidor no Linux — mas isso é outro aparelho.),—,—,"AUSÊNCIA DE HARDWARE, não lacuna de produto.",,,,,,,,,,
dualsense.led_de_home_bot_o_ps_iluminado.ambos,dualsense,luz,LED de HOME / botão PS iluminado,ambos,não,inferido-do-codigo,"O caminho DualSense do hid-playstation registra `player_leds[5]` e o LED multicolor `:rgb:indicator`, e mais nada. O `:blue:player-5` que É um LED HOME pertence ao Nintendo Pro (hid-nintendo, subcomando 0x38), não a este controle.",não,,outro,O DualSense NÃO TEM LED de Home separado. O botão PS não é uma lâmpada endereçável; as luzes do aparelho são a lightbar (RGB) e os cinco player-LEDs brancos.,—,—,AUSÊNCIA DE HARDWARE.,,,,,,,,,,"O writer de externos do Hefesto trata o `:blue:player-5` do Pro como bit ""+5"" de jogador quando ele é o LED HOME de escala 0-15. Defeito conhecido, hoje inerte porque a luz dos externos está calada."
dualsense.desligar_o_controle_gerir_energia_por_softwa.ambos,dualsense,energia,Desligar o controle / gerir energia por software,ambos,desconhecido,inferido-do-codigo,"O único byte de energia que este projeto toca é common[9] (power_save_control), e só pelo bit4 de mudo do microfone.",não,,outro,NÃO LOCALIZADO para o DualSense. Não há subcomando de power-off nem de pareamento no caminho deste aparelho.,—,—,Importa porque o latch da lightbar por BT só é desfeito pelo POWER-OFF FÍSICO — e não há como provocá-lo por software.,,,,,,,,,,
